UPC,Item,Description,Dept,Price,C/U,Case,5-Case
67465110385,840539,"1/4"" EASY CHOPPER NEMCO",315,265.92,0,0,0
7690390212,2110393,"10""HIHEAT SPATULA",211,11.23,0,0,0
2084204772,2910067,10/12 NATURAL PWDR 4/4#,291,17.39,4,63.95,63.95
75536551104,2140316,10IN CARBON STEEL CRS10,214,34.81,0,0,0
7783866499,71457,"11"" NONSLIP TRAY",119,8.4,0,0,0
81294400431,1190013,"11"" SS BAR SPOON",119,2.26,0,0,0
81164200153,771273,"11""WOOD UNDR LINR WINCO",321,7.46,0,0,0
76252907336,3260061,"12"" DKGRN RND FLR DECALS",326,20.04,0,0,0
7690390213,2110392,"13""HIGHHEAT SPATUL",211,12.24,0,0,0
8858600189,470633,14 HANDS CAB 750ML,47,9.45,12,0,0
78931304964,771484,"14"" NONSLIP TRAY",119,8.7,0,0,0
78931345831,771485,"16"" NONSLIP TRAY",119,10.89,0,0,0
7690302147,2110391,"16""HIHEAT SPATULA",211,13.28,0,0,0
7553680061,2140379,16OZ OVAL SERVER,214,16.97,0,0,0
80169885934,56874,"21"" BASTING FORK 1.5",321,4.21,0,0,0
80169885931,56875,"21"" SOLID BASTING SPOON",321,3.09,0,0,0
78931345851,60559,"27"" NONSLIP TRAY",119,21.61,6,129.66,129.66
8564940628,840628,2DOOR MERCHANDISER,313,"2,870.93",0,0,0
7553630020,2140372,3.5IN MINI SKILLET LMS3,214,7.44,0,0,0
8230330448,2730448,308BLK/D01,273,55,0,0,0
72787502062,1190015,3PC BAR SHAKER SET 28OZ,119,10.21,0,0,0
81099803670,23396,4 CUP CARRIER 75CT,257,11.26,4,42.02,42.02
2915230111,2740111,452471 WALKIN COMB O COOL,77,"10,236.10",0,0,0
76069500589,21018,4ACES DISH DET 1GL,219,9.71,4,34.11,34.11
76069513124,2190005,4ACES DISH DET 5GL GREEN,219,36.34,0,0,0
76098103154,771787,5 GAL WATER BOTTLE P83154,321,10.25,0,0,0
71941050024,2770019,5 HOUR ENRGY BERRY 2Z,277,37.1,0,0,0
7553680020,2140373,5IN C/I SKILLET,214,11.83,0,0,0
72787503082,60570,"6"" LOBSTER CRACKER",321,3.67,0,0,0
7553680150,2140374,6.5IN H/T SKILLET,214,14.85,0,0,0
71799640898,3210174,64Z STAINLESS WATR PITCHR,321,26.11,0,0,0
7800000161,17552,7-UP 20Z,44,26.82,0,0,0
7800000038,15528,7-UP 24PK,44,8.71,0,0,0
3755710871,14044,"7.5""WOOD STIRRER",114,7.78,10,60.88,60.88
7800001180,441933,7UP 2/12 12Z,44,4.55,2,9.1,9.1
7800001181,441934,7UP DIET 2/12 12Z,44,4.55,2,9.1,9.1
82219630148,771580,"8-1/2"" PL FL DRAIN",77,16.79,0,0,0
7553630050,2140375,8IN C/I SKILLET,214,16.19,0,0,0
68639097134,1170056,"9""PLULAMIN3SEC",117,16.45,0,0,0
7553630060,2140376,9IN C/I SKILLET,214,18.03,0,0,0
81001152310,2745022,9Z PET CUP 200CT,207,16.67,4,64.84,64.84
7800000187,16019,A&W ROOT BEER 24PK,44,8.58,0,0,0
7800005216,440456,A&W ROOTBEER 2/12 12Z,44,4.55,2,9.1,9.1
5440000002,31011,A-1 STEAK SAUCE 10Z,338,5.42,12,50.14,50.14
5440000001,28465,A-1 STEAK SAUCE 1GL,202,47.71,2,88.13,88.13
5440000003,31013,A-1 STEAK SAUCEF/S,338,4.19,24,69.07,69.07
76252904143,770682,A-7 MAX RM CAPCITY,326,6.63,0,0,0
871907528182,3160021,A-FRAME MINI EA,326,17.28,0,0,0
2800092116,28591,ABUELITA CHOC TAB 6 TABS,21,39.95,0,0,0
780051231,1070812,ACCENT SALT RETAIL,107,10.49,6,51.03,51.03
2941903873,61119,"ADAPTR BAR 12 5/8""",318,3.7,0,0,0
81294400287,61120,"ADAPTR BAR 20 1/4""",318,4.93,0,0,0
82219641139,840376,ADD ON 12IN SPT LL,316,63.56,0,0,0
81294400295,61136,"ADPT PLATE 2/8.5"" HOLES",318,14.34,0,0,0
2002722770,2260095,AEROSOL APPLE SCNT KLEENT,226,17.4,0,0,0
2202725233,2260099,AEROSOL DISPENSER KLEENT,226,27.31,0,0,0
81447301750,59842,AEROSOL LAVENDER 4CT,112,6.86,4,22.04,22.04
2002722767,2260096,AEROSOL LEMON SCNT KLEENT,226,17.4,0,0,0
81447301751,59840,AEROSOL OCEAN 4CT,112,6.86,4,22.36,22.36
81447301748,36241,AEROSOL STARTR KIT 1CT,112,9.77,4,39.08,39.08
81447301752,59841,AEROSOL VANILLA 4CT,112,6.63,4,21.61,21.61
8127988064,2510013,AGAVE SYRUP 64Z,251,17.81,6,93.32,93.32
2370052615,77788,AGROSPR PARTY WING FROZEN,285,36.83,4,142,142
78931317744,3210144,AIRPOT G/L 2.5 LITER,321,32.76,0,0,0
78931317734,3210075,AIRPOT GLASS VAC 2.2LTR,321,25.02,0,0,0
78931317804,3210145,AIRPOT S/S 2.5 LITER,321,43.62,0,0,0
3511014278,32485,AJAX CLNSRW/BLCH 21Z,225,2.4,24,31.64,31.64
3511047219,2190084,AJAX PRO DISH SOAP,219,11.6,4,43.41,43.41
457123690200,2870014,AJITSUKE INARI,287,8,10,75.08,75.08
80169881707,2140193,ALEG 16QT STCK POT,214,31.2,0,0,0
80169881770,2140223,ALG FRY 10IN ALUM,214,14.48,6,86.88,86.88
80169881765,2140220,ALG FRY 10IN COAT,214,17.18,6,103.08,103.08
80169881763,2140224,ALG FRY 7IN COAT,214,11.58,6,69.48,69.48
80169881769,2140222,ALG FRY 8IN ALUM,214,10.55,6,63.3,63.3
80169881764,2140219,ALG FRY 8IN COAT,214,13.82,6,82.92,82.92
80169881714,2140402,ALG STK PT LID 10Q,214,4.41,0,0,0
80169881715,2140400,ALG STK PT LID 12Q,214,5.84,0,0,0
80169881716,2140401,ALG STK PT LID 16Q,214,7.07,0,0,0
80169881718,2140288,ALG STK PT LID 24Q,214,7.21,0,0,0
80169881719,2140289,ALG STK PT LID 32Q,214,10.15,0,0,0
80169881721,2140291,ALG STK PT LID 60Q,214,12.74,0,0,0
80169881722,2140292,ALG STK PT LID 80Q,214,15.54,0,0,0
80169881709,2140185,ALG STOCK POT 24QT,214,43.62,0,0,0
80169881710,2140284,ALG STOCK POT 32QT,214,46.45,0,0,0
80169881711,2140188,ALG STOCK POT 40QT,214,54.35,0,0,0
80169881712,2140190,ALG STOCK POT 60QT,214,81.76,0,0,0
80169881713,2140287,ALG STOCK POT 80QT,214,85.92,0,0,0
42121618607,471001,ALICANTE SYRAH 750ML,47,7.12,12,0,0
42121614311,471006,ALICANTE TEMP 750ML,47,7.11,12,0,0
3400020237,10708,ALL TIME GRT SNK 30PC,28,7.17,15,107.55,107.55
7248898416,2050423,ALMND BLNCH SLIVER 6/32Z,205,9.19,6,47.45,47.45
7248898418,2050420,ALMND DRY DICE R/S 6/32Z,205,9.73,6,49.89,49.89
7248898415,2050422,ALMOND BLANCH SLIC 6/22Z,205,6.43,6,32.45,32.45
7248898446,2050419,ALMOND RAW SHELLED 32Z,205,8.89,6,44.76,44.76
7248898417,2050421,ALOND NATURAL SLIC 6/22Z,205,6.32,6,32.14,32.14
80169845082,60338,ALUM 1/2QT MEASURE,322,5.95,0,0,0
78931315561,60337,ALUM 1QT MEASURE,322,8.61,0,0,0
78931315571,60339,ALUM 2QT MEASURE,322,11.13,0,0,0
78931315581,60340,ALUM 4QT MEASURE,322,15.44,0,0,0
80169845052,60481,ALUM COLANDR CHINE,211,20.24,0,0,0
80169845049,60476,ALUM COLNDER CHINE 12QT,211,14.71,0,0,0
81164204274,2140323,"ALUM INDCTN FRY 10""",214,16.88,0,0,0
81164204273,2140321,"ALUM INDCTN FRY 8""",214,12.56,0,0,0
81164200147,60809,ALUM SCOOP 12Z,119,6.31,0,0,0
80169845117,60810,ALUM SCOOP 24Z 24Z,119,7.47,0,0,0
81164200149,60811,ALUM SCOOP 38Z 38Z,119,9.61,0,0,0
80169845123,50075,ALUM SCOOP 57Z,119,10.93,0,0,0
80169845111,60812,ALUM SCOOP 5Z 5Z,119,3.64,0,0,0
81164200151,60814,ALUM SCOOP 84Z 84Z,119,11.57,0,0,0
8105495408,470142,ALUR PNK SPRKING 750ML,47,7.41,12,88.92,88.92
70433992220,770664,"AMC 5"" SQR BOWL WH",208,5.47,0,0,0
70433992219,770665,"AMC 7"" SQR BOWL WH",208,9.12,0,0,0
70433992218,770663,AMC 9.5 SQR BWL WH,208,13.73,0,0,0
70433992217,771072,"AMC SQUARE BOWL 11""",321,19.43,0,0,0
82219625124,21004,AMMONIA TEST STRIP,77,9.09,12,109.08,109.08
76069502055,1010057,ANCHOVIE OLIVE OIL SI 28Z,101,13.1,12,138.99,138.99
76069502054,1010058,ANCHOVIE SOY OIL CQ 28Z,101,10.55,12,121.86,121.86
7549600200,2540125,ANGOSTURA BITTERS,254,12.52,12,136.59,136.59
1815421216,470902,ANIMUS LEITE DE FA 750ML,47,9.09,12,0,0
76069502296,2390228,APP BATT CORN NUGG,239,13.73,0,0,0
76069500433,2390046,APP BRD JAL CRMCHS,239,22.73,0,0,0
76069500432,2390049,APP BRD JALA CHEDD,239,22.73,0,0,0
76069501221,2390178,APP CHZ RAV O/RDY,239,17.52,0,0,0
76069500435,2390051,APP MOZZ STIK BRD 3IN,239,20.03,0,0,0
76069500466,2390056,APP MOZZ STIX BATT 3IN,239,19.38,0,0,0
76069501685,2390162,APP MOZZ STK ITALN S,239,19.39,0,0,0
76069501668,2390161,APP MSHRM BRD HSTY,239,15.91,0,0,0
76069500438,2390044,APP O/R BATTRD 3/8,239,22.62,0,0,0
76069500437,2390048,APP O/R BEER STEAK S,239,23.4,0,0,0
76069500439,2390041,APP O/R BRD 3/8 8#,239,19.35,0,0,0
76069500465,2390042,APP O/R BRD STEAK,239,19.76,0,0,0
76069500440,2390055,APP O/R FORMD,239,12.26,0,0,0
76069500431,2390054,APP OKRA BREADED,239,9.94,0,0,0
76069500447,2390052,APP ZUCH SLICES,239,13.11,0,0,0
76069500448,2390047,APP ZUCH STICKS,239,13.01,0,0,0
88810901050,233588,APPLE CINAMN DANSH 1CT,23,6.38,0,0,0
85306900563,2340073,APPLE SCE UNSWEETN 6/#10,234,5.5,6,28.57,28.57
7127030498,30737,APPLE SLICED CEL,234,6.59,6,34.71,34.71
4579600298,2490060,APRICOT PRESERVES #10,249,21.99,6,129.67,129.67
7248898442,2520113,APRICOTS TURKISH 32Z,252,6.9,6,35.31,35.31
88810600480,2120653,APRON 1/2BSTRO PNSTRP,212,9.96,0,0,0
67854490632,2120540,APRON 1/2BSTRO BLK,212,8.27,0,0,0
67854450550,2120122,APRON BIB 1PKT RD,212,9.46,0,0,0
67854450560,2120121,APRON BIB 2PKT BLU,212,9.46,0,0,0
67854450540,2120126,APRON BIB 2PKT GRN,212,9.46,0,0,0
67854450530,2120114,APRON BIB 3PKK WHT,212,9.33,0,0,0
67854450188,2120084,APRON BIB 3PKT BLK,212,9.33,0,0,0
67854450620,2120119,APRON BIB 3PKT BLU,212,9.33,0,0,0
67854450600,2120123,APRON BIB 3PKT GR,212,9.33,0,0,0
67854450610,2120120,APRON BIB 3PKT RD,212,9.33,0,0,0
66924928332,2120754,APRON BIB BLACK 2-PACK,212,6.16,0,0,0
88810601673,2120680,APRON BIB BLK BRN,212,26.86,0,0,0
67854450178,2120529,APRON BIB BSC BLK,212,8.92,0,0,0
67854450179,2120085,APRON BIB BSC WHT,212,6.63,0,0,0
88810600772,2120588,APRON BIB DENIM,212,22.19,0,0,0
67854497383,2120673,APRON BIB DKGRY,212,26.86,0,0,0
88810600010,2120613,APRON BIB MANHATTN,212,23.78,0,0,0
88810600017,2120609,APRON BIB MEMPHIS,212,23.78,0,0,0
88810601670,2120640,APRON BIB NUTMEG,212,26.86,0,0,0
88810600024,2120615,APRON BIB PORTLAND,212,23.78,0,0,0
88810601677,2120637,APRON BIB STEEL CORVAL,212,26.86,0,0,0
66924928331,2120753,APRON BIB WHITE 2-PACK,212,5.98,0,0,0
66924928333,2120755,APRON BISTRO BLACK 2-PACK,212,6.16,0,0,0
67854420235,2120076,APRON BISTRO BLCK,212,8.09,0,0,0
88810604651,2120767,APRON BISTRO BRKLY BLCK,212,24.04,0,0,0
67854490633,2120077,APRON BISTRO WHT,212,8.36,0,0,0
88810600030,2120610,APRON BSTRO PORTLD,212,19.55,0,0,0
67854420279,2120082,APRON BTCHR BLK,212,9.46,0,0,0
67854420294,2120079,APRON BTCHR WHT,212,9.46,0,0,0
88810600026,2120622,APRON CHEF DENIM BLK,212,24.26,0,0,0
72421501128,62014,APRON CLEAR VINYL,212,9.52,0,0,0
76069502912,900314,APRON POLY 24X42,90,5.9,10,46.16,46.16
72288113918,900315,APRON POLY 28X46,90,8.5,10,72.08,72.08
67854450137,2120528,APRON STRIP CHALK,212,10.09,0,0,0
67854420295,2120083,APRON WAIST 3PKT BLK,212,7.89,0,0,0
67854450590,2120116,APRON WAIST 3PKT BLU,212,7.89,0,0,0
67854450570,2120118,APRON WAIST 3PKT GRN,212,7.89,0,0,0
66924928171,2120761,APRON WAIST BLACK 2-PACK,212,4.93,0,0,0
88810600773,2120589,APRON WAIST DENIM,212,16.19,0,0,0
88810600014,2120621,APRON WAIST DENIM BLACK,212,17.2,0,0,0
67854450580,2120117,APRON WAIST RD,212,7.89,0,0,0
76293501755,1120051,APRON WH PLS 28X46 100CT,112,9.09,10,67.51,67.51
88810604638,2120715,APRON XBACK BIB BLACK,212,33.59,0,0,0
88810604640,2120716,APRON XBACK BIB JETBLK,212,33.59,0,0,0
1200000159,1220281,AQUAFINA WATER 20Z,122,16.22,0,0,0
7800800051,22558,ARDENT H&R FLOUR 25LB,337,8.29,0,0,0
7800800041,22879,ARDENT H&R FLOUR 50LB,337,16.13,0,0,0
61058591034,471824,AREA CODE 805 CHAR 750ML,47,5,12,60,60
6172007132,30284,ARGO CORN STARCH 1#,291,1.55,24,20.09,20.09
2303532080,470268,ARMELI CHIANTI 750ML,47,5.15,12,58.8,58.8
2303532149,470684,ARMELI CHIANTI RES 750ML,47,6.99,12,81.49,81.49
2303532144,470561,ARMELI CHNTI CLSIC 750ML,47,6.99,12,81,81
2303532079,470267,ARMELI PINOT G 750ML,47,5.07,12,56.29,56.29
2303532138,470487,ARMELI ROSSO 1.5LTR,47,2,6,10,10
7114200400,1220339,ARROW SPRING WTR .5LTR,122,3.77,0,0,0
7114205419,15422,ARROWHD WATER PET 20Z,122,7.37,0,0,0
7114271003,1220055,ARROWHD WTR SPO S,122,5.89,0,0,0
7114205017,37006,ARROWHD WTR SPRNG 1LTR,122,6.97,0,0,0
7114204814,37007,ARROWHEAD WATER 8Z,122,7.24,0,0,0
7114281780,1220181,ARRWHEAD SPRNG WTR .5LTR,122,6.28,0,0,0
76069500020,50615,ARTCHK WL30/40 SI 6/3KG,87,9.99,6,49.13,49.13
7127038149,870134,ARTICHK QTR MARNTD,87,9.99,4,38.88,38.88
76069500021,50636,ARTICHOKE HRT QTR,100,9.04,6,39.33,39.33
61300872286,440318,ARZ BLACK & WHITE 23Z,43,15.98,0,0,0
61300871877,49808,ARZ FRUIT PUNCH 23Z,43,15.98,0,0,0
61300871929,86065,ARZ GRAPE 23Z,43,15.98,0,0,0
61300871527,49807,ARZ GREEN TEA 23Z,334,15.97,0,0,0
61300873515,20280,ARZ LEMON TEA 23Z,334,15.97,0,0,0
61300873542,20283,ARZ MUCHO MANGO 23Z,43,15.98,0,0,0
61300871562,27012,ARZ ORANGEADE 23Z,43,15.98,0,0,0
61300873547,20284,ARZ RASPBERRY TEA 23Z,43,15.98,0,0,0
61300871845,440024,ARZ RX ENERGY 23Z,43,15.98,0,0,0
61300873543,20285,ARZ STRAWBERY KIWI 23Z,334,15.97,0,0,0
61300871770,20290,ARZ SWEET TEA 23Z,43,15.98,0,0,0
61300872020,30294,ARZ WATERMELON 23Z,43,15.98,0,0,0
3876630165,80652,ASAHI BLTS 21.4Z,42,25.45,0,0,0
3876630122,420057,ASAHI NR 4/6PK 12Z,42,27.39,0,0,0
3876630065,420497,ASAHI SUPER DRY 25.4Z,42,29.99,0,0,0
81164200721,771088,"ASHTRAY BLACK 4""",119,10.15,12,121.8,121.8
81164200722,771087,"ASHTRAY RED 4""",119,10.15,0,0,0
9137920112,2590017,ATHENA DRIED FIGS 24/14Z,252,4.19,24,77.09,77.09
9437902010,1000136,ATHENA GRAPE LVS 6/2KG,246,7.79,6,38.94,38.94
9437910130,25267,ATHENA GRLD EGGPLN,87,9.28,6,45.75,45.75
81001267603,3260071,ATM SIGN LED 497-12,326,29.7,0,0,0
7373140512,3280068,ATOMIX CHILI LIME 8OZ,328,2.4,0,0,0
7373140514,3280067,ATOMX HABANRO LIME 8OZ,328,2.4,0,0,0
70777232071,2746145,AUTO SANI DISPENSE,319,36.86,12,442.32,442.32
76711920220,19236,AVOCADO CHNKY PULP 2#,96,5.94,6,30.3,30.3
4023224329,1020430,AVOCADO OIL 100% 1LTR,102,7.78,12,82.48,82.48
4023229840,1020461,AVOCADO OIL 100% 2LTR,102,13.68,6,76.42,76.42
73607213105,57797,AVOCADO PULP AVOKG,96,5.23,6,30.61,30.61
6711943449,960512,AVOCADO SAUCE,96,7.93,6,45.28,45.28
3575191106,481986,B AP APPLE DANISH,48,9.51,0,0,0
3575191304,481984,B AP BAN NUT MUFFN,48,9.51,0,0,0
3575191425,481982,B AP BANANA CAKE,48,9.51,0,0,0
3575188869,481991,B AP BEAR CLAW,48,9.43,0,0,0
3575191114,481990,B AP BLUBRY DANISH,48,9.51,0,0,0
3575191305,481993,B AP BLUBRY MUFFIN,48,9.51,0,0,0
3575177752,481588,B AP CH CHP COOKIE 12CT,48,11.68,0,0,0
3575191113,481989,B AP CHEESE DANISH,48,9.51,0,0,0
3575191309,481995,B AP CHOC CHIP MUF,48,9.51,0,0,0
3575191308,481981,B AP CHOC/CHOC MUF,48,9.51,0,0,0
3575191109,481988,B AP CHS/BERRIES,48,9.51,0,0,0
3575188876,481825,B AP CINN DANISH,48,6.59,0,0,0
3575191430,481983,B AP COFFEE CHS CK,48,9.51,0,0,0
3575191700,481992,B AP CONCHAS,48,9.51,0,0,0
3575188847,481841,B AP DNISH VRTY3Z,48,12.98,0,0,0
3575177755,481586,B AP HONY ICED BUN 12CT,48,11.68,0,0,0
3575191429,481987,B AP MARBLE CAKE,48,9.51,0,0,0
3575191720,481996,B AP PANDE QUESO,48,9.51,0,0,0
3575191426,481985,B AP POUND CAKE,48,9.51,0,0,0
3575191201,481994,B AP SUPER CINN RO,48,9.51,0,0,0
5216440130,77144,BAC #1 PRECK 300SL DAILYS,146,46.07,0,0,0
7961835106,1460033,BAC 10-12 HONEY DAILYS,146,76.01,0,0,0
76069503487,1460190,BAC 10-14 APP GMS,146,55.28,0,0,0
2874984151,1460199,BAC 14-16 HIC DS JBS,146,58.35,0,0,0
76069503488,1460193,BAC 14-18 APP GMS,146,55.28,0,0,0
7024717569,41082,BAC 14-18 BM FARML,146,57.59,0,0,0
76069503485,1460192,BAC 14-18 HIC GMS,146,52.21,0,0,0
76069503489,1460194,BAC 18-22 APP GMS,146,55.28,0,0,0
7024717570,41083,BAC 18/22 BM 15# FL,146,57.59,0,0,0
4350057006,1460155,BAC BITS CKD SWIFT 10#,154,57.33,0,0,0
4320012119,52611,BAC CKD 300SL PC,146,50.62,0,0,0
5050026008,1460054,BAC DICED CKD FJ 5#,154,35.44,2,66.27,66.27
201200150,1460099,BAC FZ 14-16 15# KRUSE,146,67.57,0,0,0
69195502014,15748,BAC FZ 14-16 25# KRUSE S,146,106.25,0,0,0
201100150,1460098,BAC FZ 18-22 15# KRUSE,146,67.57,0,0,0
69195500000,28424,BAC FZ 18-22 25# KRUSE S,146,106.25,0,0,0
69195502009,1460217,BAC FZ APPWD 14-16 KRUSE,146,75.19,0,0,0
69195500003,15750,BAC FZ ENDS&PIECES KRUSE,146,26.88,0,0,0
76069503486,1460191,BAC HIC 18-22 GMS,146,52.21,0,0,0
2287498515,1460111,BAC HIC DS 18-22 JBS,146,66.64,0,0,0
7024715979,18692,BAC TRAY PACK 3# FLAND,146,12.97,12,150.89,150.89
8037813325,22394,BACK-KLENE ZT,102,5.34,6,23.2,23.2
3760082827,82869,BACON HML #1 18/22 STYLE S,146,52.85,6,317.1,317.1
7961838810,1460154,BACON HONEY 18/20 5#,146,29.18,6,167.29,167.29
4320012663,1460108,BACON SMKD TOPPING CKD,154,52.73,0,0,0
20783120000,78312,BACON TKY HALAL TAYBI,146,4,0,0,3.68
79124159685,1460094,BACON TURKEY HALAL DEEN,146,24.43,2,46.23,46.23
7959423543,1160104,BAG BRN SOS 1/6 70,309,72.03,0,0,0
62688590001,1160101,BAG BRN SOS 12#,309,23.44,0,0,0
62688590002,1160096,BAG BRN SOS 2#,309,10.12,0,0,0
7959448965,1160102,BAG BRN SOS 20#,309,30.18,0,0,0
7959448947,1160097,BAG BRN SOS 4#,309,11.47,0,0,0
62688590006,1160098,BAG BRN SOS 6#,309,14.88,0,0,0
7959448953,1160099,BAG BRN SOS 8#,309,18.59,0,0,0
15983013585,1380039,BAG FABRIC REUSEBL,115,64.08,0,0,0
5610905250,1150106,BAG FOIL QUART HOT 250CT,115,32.33,0,0,0
76069502135,1150087,BAG FOOD FDA QLTE,341,24.32,0,0,0
5610906522,13923,BAG FRY #3 WHITE 2000CT,115,11.25,0,0,0
5610906521,13925,BAG FRY #6 WHITE 2000CT,115,15.34,0,0,0
5610906526,13926,BAG FRY #8 WHITE 2000CT,115,15.67,0,0,0
81099803712,2746010,BAG HND BRN 14.5X1,309,55.67,0,0,0
76069503008,3090000,BAG HNDL BR 8X4X11,309,37.87,0,0,0
76069503010,3090002,BAG HNDL BR10X5X13,309,44.5,0,0,0
76069503012,3090005,BAG HNDL BR13X7X17,309,62.85,0,0,0
76069533341,3090037,BAG HNDL BR16X6X16,309,75.1,0,0,0
7959411057,750009,BAG HNDL BRN MISSY,309,41.33,0,0,0
7959427402,1160087,BAG HNDL BRN TEMPO,115,61.43,0,0,0
7959487127,1150170,BAG HNDL TRVLR BX,309,126.69,0,0,0
76069503011,3090003,BAG HNDL WH10X5X13,309,48.61,0,0,0
76069533339,3090038,BAG HNDL WH16X6X16,309,75.06,0,0,0
7959472807,750010,BAG HNDL WHT MISSY,309,55.79,0,0,0
76069533340,3090039,BAG HNDLBR14X10X16,309,55.25,0,0,0
5610906591,13934,BAG HOT DOG #9HP 2000CT,115,22.91,0,0,0
71591013814,2746064,BAG LOAD & SEAL,309,104.75,0,0,0
81598301531,1150161,BAG MUCHAS GRACIAS,115,19.15,0,0,0
5610956525,2170219,BAG PASTRY #4FD 1000CT,115,20.25,0,0,0
6196549003,49003,BAG POLY 1.0MIL- 8X4X18,341,36.81,0,0,0
88293425419,11761,BAG POLY 5.5X4.75,115,34.77,0,0,0
5610906582,13927,BAG SAND #10 WHITE 2000CT,115,16.25,0,0,0
5610906584,13928,BAG SAND #12 WHITE 2000CT,115,19.12,0,0,0
5610996585,2170139,BAG SAND #13DW WHT 2000CT,115,27.88,0,0,0
5610906586,15336,BAG SAND #14 WHITE 2000CT,115,20.59,0,0,0
5610906588,84085,BAG SAND #18 WHITE 2000CT,115,22.5,0,0,0
5610906589,13931,BAG SAND #19 WHITE 2000CT,115,22.93,0,0,0
5610965890,13932,BAG SAND #19 YELLW 2000CT,115,27.13,0,0,0
5610906590,13933,BAG SAND #20/25 WH 2000CT,115,26.22,0,0,0
5610965188,2170201,BAG SAND #20/25NAT 2000CT,115,27.12,0,0,0
76069501597,24211,BAG SAND W/FLP QLT,115,10.31,2,19.21,19.21
76069501223,760204,BAG SMILE 12X7X22,309,20.35,0,0,0
5610905284,13950,BAG SUB #104 WHITE 1000CT,115,26.08,0,0,0
6196512722,24655,BAG T-SHIRT TY WHT,115,15.56,0,0,0
6196512396,12396,BAG T-SHIRT WHT,115,29.58,0,0,0
6196522639,22639,BAG T-SHIRT WHT 8X4X16,115,18.43,0,0,0
6196549002,49002,BAG T-SHRT PNK 12X 7X22,115,19.09,0,0,0
6196511521,22486,BAG T-SHT TY 11.5X 6.5X6.,115,23.35,0,0,0
81598301356,1380038,BAG TSHIRT 2.25MIL,115,27.03,0,0,0
81598301397,1150142,BAG TSHIRT HVY GRN,115,27.92,0,0,0
7959448983,1150043,BAG W/PAPER HANDLE,309,62.06,0,0,0
6196558509,58509,BAG WAVE TOP HF,115,23.19,0,0,0
7959448959,1160095,BAG WHT SOS 12#,309,31.6,0,0,0
7959448944,1160090,BAG WHT SOS 2#,309,10.08,0,0,0
7959448948,1160091,BAG WHT SOS 4#,309,11.88,0,0,0
7959448992,21009,BAG WHT SOS 420#,309,46.91,0,0,0
7959448952,1160092,BAG WHT SOS 6#,309,17.52,0,0,0
7959448954,1160093,BAG WHT SOS 8#,309,21.82,0,0,0
80124337200,1150032,BAG ZIP 1 GALLON,341,14.74,8,102.59,102.59
76069501466,1150031,BAG ZIP 2 GALLON,341,14.33,8,99.74,99.74
81598301647,1150193,BAG ZIP FRZ 1GAL DB ZP,115,32.12,4,111.22,111.22
1980070761,1150192,BAG ZIP FRZ 2GAL DB ZP,341,23.19,4,78.84,78.84
81598301648,1150194,BAG ZIP FRZ QRT DB ZP,341,32.13,4,111.81,111.81
76069501465,1150033,BAG ZIP QUART,115,10.69,8,79.52,79.52
76069501468,1150034,BAG ZIP SAND QLTE,115,10.44,8,69.09,69.09
7470601133,481182,BAGEL BLUEBRRY 6PK 18OZ,283,1.85,12,18.09,18.09
7470600017,481181,BAGEL CINN/RAISIN 18Z,283,1.85,12,18.09,18.09
92185900370,2830326,BAGEL EVERYTHING 6PK,283,2.54,0,0,0
1007470601160,2830268,BAGEL EVRYTHNG 6PK 18OZ,283,1.85,12,18.09,18.09
1007470601122,481179,BAGEL ONION 6PK 18Z,283,1.85,12,18.09,18.09
7470600001,481184,BAGEL PLAIN 6PK,283,1.85,12,18.09,18.09
7470601123,481183,BAGEL SESAME 6PK,283,1.85,12,18.09,18.09
1007470601124,2830269,BAGEL WHEAT 6PK,283,1.85,12,18.09,18.09
80169850525,2140178,BAIN MARIE 1.25QT,318,4.01,0,0,0
81294400404,2140181,BAIN MARIE 2QT,318,5.22,0,0,0
81294400405,2140183,BAIN MARIE 3.5 QT,318,7.25,0,0,0
81294400407,2140173,BAIN MARIE 6QT,318,9.49,0,0,0
80169850540,2140176,BAIN MARIE 8.25QT,318,13.92,0,0,0
75950600051,771679,BAKERY BRUSH 51IN,77,32.31,0,0,0
84216912570,3220046,BAKERY SPATULA,322,3.56,0,0,0
81598301635,2071026,"BAKING CUP 2""",207,7.24,20,108.6,108.6
81598301636,2071027,"BAKING CUP 2.25""",207,10.42,20,156.3,156.3
81164202337,3220033,BAKING MAT FULL,322,19.95,0,0,0
84216912243,3220031,BAKING MAT HALF,322,11.03,0,0,0
1990000350,29268,BAKING PWD CG,291,14.42,6,60.32,60.32
4161700241,2061097,BAKING PWD RUMFORD,206,11.06,6,66.36,66.36
1990000395,29269,BAKING SODA CG,291,6.85,6,30.79,30.79
1440016000,720716,BALL DRINKING JAR 16Z,72,10.02,0,0,0
1440069100,720720,BALL MOUTH WIDE 32Z,72,8.81,0,0,0
1440067000,720633,BALL WIDE MOUTH 32Z,72,10.71,0,0,0
76069503256,29266,"BAMBOO PICKS 3.5""",270,2.03,20,40.05,40.05
76069503257,29267,"BAMBOO PICKS 4.5""",270,1.96,20,38.67,38.67
8639913001,2620060,BAMBOO SHOOT SLC 6/#10,87,6.76,6,32.78,32.78
8639913003,2620062,BAMBOO SHT STRP RK #10,87,7.24,6,35.1,35.1
7248898441,2520114,BANANA CHIPS 16Z,252,3.19,6,17.13,17.13
