UPC,Item,Description,Dept,Price,C/U,Case,5-Case
84656200192,770848,FIRST AID KIT,77,15.75,12,189,189
76166600246,472389,FIRST STAR CAB 750ML,47,5.15,12,56.99,56.99
76166600247,472388,FIRST STAR CHARD 750ML,47,4.5,12,53.99,53.99
76166600248,472386,FIRST STAR MERLOT 750ML,47,4.5,12,53.99,53.99
76166600249,472385,FIRST STAR PG 750ML,47,4.5,12,53.99,53.99
7142902475,2061302,FISH FRY ZATARAINS,206,7.82,4,30.31,30.31
81164203950,771727,FISH SPATULA,211,4.36,0,0,0
5050061843,1450340,FJ LOUSIANA HOT FZ 48Z,145,14.44,5,68.75,68.75
5050010182,1450339,FJ POLISH SAUS FZ 48Z,145,14.83,5,70.6,70.6
2840027083,231371,FLAMIN HOT MIX LSS 30CT,23,15.25,2,30.5,30.5
66014200048,3270036,FLATFORM TRUCK FFT,326,70.97,0,0,0
7783822148,771199,FLATWARE BSKT W/H BLUE,327,22.42,0,0,0
86450500020,2100175,FLIP COOLER BOX,210,25.6,0,0,0
8540411323,40101,FLOOR BRUSH W/E YE LLOW 1,77,19.26,0,0,0
90959082001,2250008,FLOOR CLNR NO-RNSE,225,11.41,4,38.95,38.95
82219630141,55933,FLOOR DRAIN STRAIN,316,19.82,0,0,0
78931304881,3160041,FLOOR DRAIN STRAIN,316,36.13,0,0,0
4178502525,2300186,FLOOR MOP MICROFBR SET,230,20.97,0,0,0
76069500591,13051,FLOOR STRIPPER,225,9.2,4,30.9,30.9
1112005316,2300267,FLOOR SWEEPER DUAL BG-21,84,50.17,0,0,0
1600050143,2060069,FLOUR ALL TRUMPS 1/50LB,337,20.01,0,0,0
3997810452,2060182,FLOUR AP G/F 1/25#,337,34.77,0,0,0
67800800133,22557,FLOUR CAKE PIK PEK 50LB,337,19.02,0,0,0
3729791447,25091,FLOUR CRN MSCA 4.4#,337,36.07,0,0,0
3729750011,27505,FLOUR CRN MSCA #1P 50#,337,22.35,0,0,0
3729750013,2061193,FLOUR CRN MSCA#0 50#,337,22.84,0,0,0
5900041556,53556,FLOUR GOLDN TEMPLE 20LB,337,11.46,2,22.45,22.45
76069502574,2061212,FLOUR H&R CQ 25LB,337,7.26,0,0,0
76069502575,2061211,FLOUR H&R CQ 50LB,337,13.59,0,0,0
76069501934,2061100,FLOUR HI-GLU C.Q.,337,17.72,0,0,0
7800800488,17103,FLOUR KYROL 50#,337,19.61,0,0,0
4910035521,17083,FLOUR MINN GIRL 50#,206,17.35,0,0,0
83984700181,12669,FLOUR MONDAKO 50#,337,21.17,0,0,0
4910036536,17106,FLOUR PASTRY 50LB,337,18.38,0,0,0
3997810125,2061241,FLOUR POLENTA 25LB,49,22.31,0,0,0
83984700039,33502,FLOUR POWER UNBLCH 50#,337,23.93,0,0,0
3729750074,1050042,FLOUR PRM WHT #10 50#,337,24.27,0,0,0
1600057181,57181,FLOUR PURASNOW CAK 50LB,291,16.06,0,0,0
3997810315,2061235,FLOUR RICE BWN G/F 1/25#,337,26.12,0,0,0
1600057006,69778,FLOUR RICE GMILLS 50LB,337,23.98,0,0,0
1600014318,25168,FLOUR SELF-RISING 2/25LB,337,19.5,0,0,0
1600053162,50250,FLOUR SEMOLINA GM 50LB,206,32.76,0,0,0
7373107151,2831423,FLOUR STREET TACO,283,1.86,0,0,0
3729750034,1050013,FLOUR TAMALE MSCA 50#,337,20.94,0,0,0
4910035939,17105,FLOUR WHOLE WHEAT 50LB,337,15.72,0,0,0
3665811115,2831185,"FLR FAJITA 6""",328,2,0,0,0
82219630252,60416,FLT BAF ALUM 20X25,77,31.51,0,0,0
1085000643002,420283,FLYING HORSE LGR 650ML,42,36.99,0,0,0
7872800118,35557,FM LEMONADE BASE 1GL,111,5.47,4,19.63,18.99
76069501365,2020039,FM SOY SAUCE,338,5.09,4,19.79,19.53
85403800820,2743013,FMHG 9.5X5.5X3 HGI HOAGIE,76,15.64,0,0,0
7049157000,2540203,FNST LEMON JC PRSD L,254,5.61,12,67.32,67.32
7049156900,2540170,FNST LIME JC PRSSD 1LTR,254,5.61,12,67.32,67.32
76069502190,1160080,FOIL 12X10.75,116,11.67,6,58.11,58.11
76069502884,1160145,FOIL 12X10.75HVY 500CT,116,19.35,6,104.48,104.48
76069502191,1160081,FOIL 9X10.75,116,9.52,6,47.41,47.41
72181008158,1160131,FOIL INSUL WRAP 10X14,116,17.38,4,64.95,64.95
7218100841,1160137,FOIL INSUL-14X16,116,27.13,2,50.69,50.69
76069500600,50085,"FOIL LID BOARD 7"" ROUND",216,20.97,0,0,0
76069500601,25403,"FOIL LID BOARD 8"" ROUND",216,24.86,0,0,0
85454800605,50087,"FOIL LID BOARD 9"" ROUND",216,32.26,0,0,0
81099803728,50048,FOIL PAN2.25#OBLNG,216,51.83,0,0,0
76069501658,1160051,FOIL ROLL 12X1000,116,17.72,0,0,0
76069501659,1160052,FOIL ROLL 18X1000,116,28.46,0,0,0
76069501660,1160053,FOIL ROLL 18X500,116,14.38,0,0,0
76069501661,1160054,FOIL ROLL 18X500HV,116,24.14,0,0,0
74938499368,1160011,FOIL ROLL 24X500HD,116,46.07,0,0,0
76069503166,25431,FOIL ROLL 24X500HD,116,50.64,0,0,0
80124331205,2747301,FOIL SHT 12X10.75,116,14.33,6,77.74,77.74
76069501714,770609,FOLDING HAND TRUCK,327,31.33,0,0,0
84216911288,840618,FOOD COOKER/WRMR 1500W,314,145.56,0,0,0
82219630200,771261,FOOD GRADE GREASE,77,10.01,0,0,0
81598301221,15325,FOOD PAIL #16,218,41.57,0,0,0
81598301222,761094,FOOD PAIL 26Z,218,53.56,0,0,0
81598301220,761092,FOOD PAIL 8Z,218,33.47,0,0,0
7783886332,2100133,FOOD PAN 1/9X6 CLR,210,6.77,0,0,0
4007201939,2740211,FOOD PROCESS 2.5QT WFP11,315,479.56,0,0,0
84216910859,3230011,FOOD SACK 22X22 BGDV22,323,20.89,0,0,0
76069503195,13202,FOOD TRAY #1 KRAFT 16Z,218,35.49,0,0,0
76069503196,13203,FOOD TRAY #2 KRAFT 32Z,218,38.91,0,0,0
76069503197,13204,FOOD TRAY #3 KRAFT 48Z,218,36.34,0,0,0
76069503198,13205,FOOD TRAY #5 KRAFT 80Z,218,50.3,0,0,0
78931317674,840508,FOOD WARMER 1200W,314,127.02,0,0,0
75937621991,2150120,FOREHEAD THERMOMET,215,109.79,0,0,0
64643555403,55403,FOREHEAD THERMOMET,215,37.88,0,0,0
81598301308,2740501,FORK BLK WRP HVY PS,114,26.35,0,0,0
76069500808,1140066,FORK HVY PP WHT,114,19.14,0,0,0
81598301781,2745010,FORK HVY PS BLK 1000CT,114,26.52,0,0,0
76069501237,1140064,FORK HVY PS BLK SUNSET,114,24.81,0,0,0
76069502731,1140018,FORK HVY PS WHT,114,24.48,0,0,0
81099803561,2745004,FORK HVY WRP BLK PP,114,24.44,0,0,0
81598301131,71610,FORK MED BLK WRAP S,114,13.95,0,0,0
76069500356,1140049,FORK MED WHT,114,7.92,0,0,0
7450654562,72165,FORK REFLECTIONS SILVER,114,4.48,8,31.46,31.46
76069501112,1140089,"FORK SERV BLK 9""",311,6.49,12,32.45,32.45
4460003107,32687,FORMULA 409 GLASS,222,10.63,4,33.99,33.99
2303532258,471356,FORTESCO BRUNELLO 750ML,47,25.88,12,298.57,298.57
2303532229,471499,FORTESCO CHIANTI C 750ML,47,3,12,36,36
2303532343,471500,FORTESCO SANGIVOES 750ML,47,8.99,12,105.48,105.48
2303532196,470863,FORTESCO SUPER T 750ML,47,8.99,12,107.76,107.76
4460031525,2230162,FRAGANZIA FOREST,225,11.07,3,29.99,29.99
4460031524,2230161,FRAGANZIA SPRING,225,10.4,3,28.18,28.18
7024781355,20363,FRANK AB 2/1 FL,145,33.23,0,0,0
7495618466,48890,"FRANK AB 4/1 - 6"" HN",145,20.18,4,77.17,77.17
7495618120,1450301,"FRANK AB 4/1 -8"" HN S",145,11.75,10,117.5,117.5
7318302904,1450665,FRANK AB 4/1 HALAL HOFFY,145,24.27,4,89.42,89.42
7318301091,20786,"FRANK AB 4/1-6.75"" HOFFY",145,9.89,8,71.48,71.48
7495618463,48892,"FRANK AB 5/1 - 7"" HN",145,20.47,4,78.29,78.29
88831397144,1450203,"FRANK AB 5/1-7"" NATHAN S",145,18.45,2,36.9,36.9
88831397146,1450202,"FRANK AB 7/1 -6"" NATHAN S",145,18.45,2,36.9,36.9
7072313180,20311,"FRANK AB 8/1 - 6"" VNA",145,65.16,0,0,0
88831397149,1450204,"FRANK AB 8/1 -6"" NATHAN S",145,18.45,2,36.9,36.9
73183010934,77647,"FRANK AB 8/1 6.75"" HOFFY",145,9.89,8,71.48,71.48
7318302907,1450737,FRANK AB 8/1 HALAL HOFFY,145,24.27,4,89.42,89.42
7318302909,1450736,FRANK CHX 8/1 HAL HOFFY,145,9.5,4,36.16,36.16
7318302905,1450664,FRANK HOT 4/1 HALA HOFFY,145,25.04,4,93.96,93.96
88831397123,1450855,FRANK JALP&CHEESE NATHAN,145,22.28,2,41.44,41.44
7318301607,1450658,"FRANK MT 4/1 6.75"" HOFFY",145,12.66,4,44.75,44.75
7318301636,1450639,FRANK TKY 4/1,145,4.98,8,36.31,36.31
81216900512,2000344,FRAP CHAI VANILLA 3#,200,15.05,4,60.2,60.2
81216900080,2000342,FRAP GRN T MATCHA 3LBS,200,17.41,4,69.64,69.64
81216900501,2000343,FRAP ORG MOCHA 3LBS,200,15.63,4,62.52,62.52
81216900502,2000341,FRAP TAHITIAN VAN 3#,200,15.14,4,60.56,60.56
1200010368,431021,FRAPP CARAMEL 9.5Z 24CT,43,29.49,0,0,0
1235504,431607,FRAPP COFFEE 9.5Z,43,18.22,0,0,0
1200010313,431608,FRAPP MOCHA 9.5Z,43,18.22,0,0,0
1200004552,431609,FRAPP VANILLA 9.5Z,43,18.22,0,0,0
74759966211,2050360,FRAPPE MOCHA GHRDL,205,16.8,6,92.75,92.75
74759962105,2050490,FRAPPE VANILLA MIX,205,16.75,6,91.31,91.31
76069500613,13031,FREE AP DEGRSR,225,10.73,4,40.71,40.71
64656400902,3130005,FREEZER 1 DOOR,313,"1,842.32",0,0,0
3541030113,3130113,FREEZER 1 DOOR ATOSA,313,"2,358.67",0,0,0
76069533623,3130080,FREEZER 1 DOOR SIRLAW,313,"1,548.00",0,0,0
8564940588,840588,FREEZER 1DR,313,"2,338.71",0,0,0
3541030114,3130114,FREEZER 2 DOOR ATOSA,313,"3,537.03",0,0,0
76069533624,3130081,FREEZER 2 DOOR SIRLAW,313,"2,398.00",0,0,0
64656400904,3130004,FREEZER 2DR,313,"2,335.23",0,0,0
8564940729,840729,FREEZER 2DR,313,"4,037.72",0,0,0
7748130008,3130008,FREEZER CHEST 10CB,313,496.41,0,0,0
7748130007,3130007,FREEZER CHEST 16CB,313,767.64,0,0,0
9999158741,94000,FREIGHT BY DOLLAR,269,1,0,0,0
85350400404,2830355,FRENCH BAGUETTE 3PK,283,4.2,0,0,0
7314002170,2830275,"FRENCH BRD THK 1""",283,3.57,0,0,0
81164203050,840700,"FRENCH FRY CUTTER 3/8""",315,92.12,0,0,0
70433981064,70846,FRENCH FRY SCOOP,211,7.65,0,0,0
85350400434,2830400,"FRENCH ROLL 10""",283,3.57,0,0,0
85350400410,2830350,"FRENCH ROLL 12"" 12PK",283,6.76,0,0,0
85350400408,2830352,"FRENCH ROLL 6"" 12PK",283,3.15,0,0,0
85350400409,2830351,"FRENCH ROLL 8""",283,4.92,0,0,0
92185701200,480229,"FRENCH ROLL IT 12"" 6CT",283,3.86,0,0,0
7304001352,2830175,"FRENCH ROLLS 6""",283,4.39,0,0,0
85350400411,2830349,FRENCH TOAST LOAF,283,2.29,0,0,0
81073202161,671155,FRENCH TOAST SLICE,67,22.6,0,0,0
81073202152,671152,FRENCH TOAST STICK,67,14.2,0,0,0
8615190408,671074,FRENCH TOAST STICK,67,38.77,0,0,0
20778020000,77802,FRESH BLUEFISH WHL R/W R,184,2.87,0,0,0
76069500858,1120097,FRESH MANGO 4PK,226,14.37,0,0,0
7748577767,77767,FRFSH CRAYFISH MT,242,8.19,24,190.94,186.72
20761260000,76126,FRFSH SPANISH MACK,184,2.99,0,0,0
20794990000,79499,FRFSH WALLEYE WHL,184,7.67,0,0,0
81164203127,2110239,"FRG KNF SANTOKU 7""",215,6.15,0,0,0
3541030111,3130111,FRIDGE 1 DOOR ATOSA,313,"1,989.90",0,0,0
76069533621,3130078,FRIDGE 1 DOOR SIRLAW,313,"1,289.63",0,0,0
3541030112,3130112,FRIDGE 2 DOOR ATOSA,313,"2,763.47",0,0,0
76069533622,3130079,FRIDGE 2 DOOR SIRLAW,313,"1,993.49",0,0,0
2840048061,230097,FRITO CLASSIC VRTY 30CT,23,14.99,2,29.98,29.98
2840048026,234097,FRITO LAY BOLD MIX 50CT,23,15.05,2,30.1,30.1
2840048021,234096,FRITO LAY CLSC MIX 50CT,23,14.89,2,29.78,29.78
2840048065,233414,FRITO LAY PREM MIX 30CT,23,14.85,2,28.77,28.77
2840004391,30053,FRITOS ORIGINAL 50CT S,23,13.99,0,0,0
92185700602,2830221,"FRNCH ROLL ITAL 6""",283,3.89,0,0,0
1680033817,34360,FRONTIER LUMP CHAR 17.6#,130,13.1,0,0,0
84216912897,3210095,FROTHING PITCHER 33Z,321,8.9,0,0,0
9999600087,1900087,FRSH LBSTR CRATE,190,55.22,0,0,0
61466247100,2560098,FRT AP PNAPPLE,256,40.81,0,0,0
74825215498,2350078,FRT BANANA PCS,235,10.11,0,0,0
86212500010,64091,FRT BERRY BLEND,235,37.36,0,0,0
76069501781,970082,FRT BLUEBERRY CULT,235,28.73,0,0,0
76069501008,64098,FRT BLUEBERRY WILD,235,30.17,0,0,0
61466235700,2560094,FRT BVARIAN CREAM,256,26.42,0,0,0
1600041909,232683,FRT BY FOOT CLUB P 36CT,23,10,0,0,0
3710002222,2340125,FRT CKTL LS SENECA 6/#10,234,7.99,6,41.32,40.14
7990000172,64099,FRT CRANBRRY WHOLE,235,14.59,0,0,0
61466233400,2560093,FRT CREAM CHZ,256,25.85,0,0,0
61466203702,2560090,FRT FNCY CBD APPLE,256,39.97,0,0,0
61466200892,2560089,FRT FNCY SLC APPLE,256,41.25,0,0,0
61466249525,2560101,FRT IMIT RASBRRY,256,24.98,0,0,0
76069502878,2350091,FRT IQF MANGO DICE,235,21.57,0,0,0
76069502273,2350038,FRT IQF PEACH SLC,235,19.39,0,0,0
76069501012,970005,FRT IQF PEACHES,235,57.29,0,0,0
76069503380,2350102,FRT IQF PINE DICE,235,19.93,0,0,0
76069502879,2350087,FRT IQF STRAW DICE S,235,28.2,0,0,0
61466239000,2560092,FRT LEMON TWIST,256,30.91,0,0,0
76069503185,2350098,FRT MANGO IQF BAG,235,21.03,3,42.89,42.89
76069501378,2350015,FRT PINEAPPLE IQF,235,15.05,0,0,0
89868500112,2350082,FRT PUREE ACAI,235,4.11,16,62.8,62.8
76069502474,620037,FRT PUREE GUANABNA,235,2.46,12,25.18,25.18
76069502793,2350080,FRT PUREE GUAVA,235,1.68,12,16.81,16.81
76069502473,620042,FRT PUREE MAMEY 14OZ,235,1.82,12,18.18,18.18
76069502472,620041,FRT PUREE MANGO 14Z,235,1.6,12,15.93,15.93
76069502475,630038,FRT PUREE PAPAYA 14OZ,235,1.74,12,16.85,16.85
76069502471,630040,FRT PUREE PAS FRT,235,2.23,12,22.68,22.68
76069503480,2350103,FRT PUREE PAS FRT 64Z,235,9.43,6,56.58,56.58
76069502470,630036,FRT PUREE PINEAPPL,235,1.69,12,16.86,16.86
76069503511,2350105,FRT PUREE STRAWBER,235,9.83,6,53.54,53.54
76069502791,2350081,FRT PUREE TAMARIND,235,2.64,12,27.04,27.04
76069503622,2350106,FRT PUREE WATRMELN,235,10.04,6,54.79,54.79
1658600807,970006,FRT RASPBERRY,235,51.46,0,0,0
76069503184,2350099,FRT STRAW IQF BAG,235,34.55,3,64.68,64.68
85035900502,2350036,FRT STRAW SYR 30,235,42.99,0,0,0
85035900500,78132,FRT STRAW SYR 6.5,235,11.41,6,58.31,58.31
61466257100,2560122,FRT STRWBY GLAZE,256,27.09,0,0,0
70433901941,52196,FRUIT BAR 5CMP S/S 1CT,119,24.36,0,0,0
85306900515,2340186,FRUIT COCKTAIL #10,234,7.13,6,36.88,36.88
1427226334,202471,FRUIT FILLED DROPS 2.2#,20,5.07,4,16.22,16.22
71855025002,1190048,FRUIT FLY TRAPS FLYBYE,77,13.48,0,0,0
80169812125,60212,FRY BASKET ROUND 11.5IN,214,23.12,0,0,0
80169812119,60214,FRY BASKET ROUND 8.75IN,214,19.66,0,0,0
80169812122,60215,FRY BASKET ROUND 9.75IN,214,19.74,0,0,0
64656338586,52513,FRY BSKT 11X5X4,214,17.96,0,0,0
80169879207,52515,FRY BSKT 13X6X5,211,33.78,0,0,0
67465120012,3150012,"FRY CUTTER 3/8"" GS 4450-B",315,139,0,0,0
81164200341,65526,FRY PAN 10IN NATRL,214,12.56,0,0,0
80169881772,65527,FRY PAN 12IN NATRL,214,20.18,0,0,0
80169881766,65532,FRY PAN 12IN S/COA,214,26.07,0,0,0
81164200312,65533,FRY PAN 14IN COATE,214,30.03,0,0,0
80169881773,65528,FRY PAN 14IN NATRL,214,26.1,0,0,0
72787524067,2080464,FRY TRAY WHITE LARGE,208,4.51,0,0,0
72787524066,2080465,FRY TRAY WHITE SMALL,208,2.81,0,0,0
8233140815,840815,FRYER 35/40# NG,84,"1,437.93",0,0,0
64656399888,840789,FRYER 50LB LPG QL12LP,84,895.58,0,0,0
64656399887,840667,FRYER 50LB NATGAS 120K,84,895.58,0,0,0
68977093461,840824,FRYER AR HE50,84,"1,544.48",0,0,0
68977093459,840823,FRYER AR NAT 35/50,84,"1,020.72",0,0,0
1852540128,1920015,FRYER BOILOUT PACK 12/8Z,192,32.25,0,0,0
66945208101,840459,FRYER C/TOP 10LB EACH,314,367.24,0,0,0
64656399114,840817,FRYER C/TOP 2 TANK 120V,84,325.59,0,0,0
7690390055,771697,FRYER CLEANOUT ROD,77,10.34,0,0,0
5400740730,840730,FRYER NG PITCO 35#,84,158.48,0,0,0
66187340014,2230145,FRYER PUCK TABLET,224,4.51,40,135.3,135.3
76069502531,840536,"FRYER QUALITE LP 90,000",84,793.23,0,0,0
76069502530,840537,FRYER QUALITE NAT,84,793.23,0,0,0
85000746902,2740507,FRYER REEF-35 REEF35,84,"1,466.59",0,0,0
64656341501,50785,FRYER SCREEN 13.75 SQ,211,17.15,0,0,0
3541018375,840833,FRYER SIR LAW 40LB LPG,84,818.82,0,0,0
3541018374,840832,FRYER SIR LAW 40LB NATGAS,84,818.82,0,0,0
3541018377,840835,FRYER SIR LAW 50LB LPG,84,972.34,0,0,0
3541018376,840834,FRYER SIR LAW 50LB NATGAS,84,962.11,0,0,0
82219630325,771362,FRYER SPLASH GUARD,316,51.19,0,0,0
82219630330,2300280,FRYR CLEANING BRSH,77,14.85,0,0,0
7087377621,77621,FRZ ORANGE ROUGHY,242,189.65,0,0,0
20794560000,79456,FS CARDSNPER WH,184,1.99,0,0,0
20776960000,77696,FS AHI BL/IN#1,184,18.73,0,0,0
20794750000,79475,FS ALBACORE H&G,184,3.75,0,0,0
20778260000,77826,FS ALBACORE LOIN,184,9.74,0,0,0
20779930000,77993,FS AMBERJACK SK/ON,184,10.24,0,0,0
20710610000,71061,FS ARCTIC CHAR WHL,184,7.5,0,0,0
20778280000,77828,FS ARWTOTH FL,184,6.01,0,0,0
20723990000,72399,FS ATL LOOKDOWN FISH,184,1.99,0,0,0
20701640000,70164,FS BARRAMUNDI FLT 10LB,184,9.11,0,0,0
20710870000,71087,FS BASS STRIP FLT,184,10.76,0,0,0
20782070000,72807,FS BASS STRIP SCAL,184,6.51,0,0,0
20794430000,79443,FS BASS STRIPE LG,184,7.49,0,0,0
20723740000,72374,FS BLACK BASS JUMB,184,7.35,0,0,0
20779950000,77995,FS BLACK DRUM WHL,184,3.44,0,0,0
20776780000,77678,FS BLK COD FILLET SK/ON,184,11.24,0,0,0
20793240000,79324,FS BLK COD WHOLE,184,6.67,0,0,0
20712510000,71251,FS BONITA WHOLE,184,2.32,0,0,0
20778960000,77896,FS BRNZI BTRFLY,184,8.77,0,0,0
20716950000,71695,FS BRNZI SK/ON FILLET,184,12.06,0,0,0
20708480000,70848,FS BRONZI FLT 120G,184,11.22,0,0,0
20707480000,70748,FS BRONZIN0 8-1000,184,7.68,0,0,0
20780620000,78062,FS BRONZINI500-600,184,6.95,0,0,0
20778810000,77881,FS BRONZINI600-800,184,7.07,0,0,0
20778800000,77880,FS BRONZINO GGS,184,8.09,0,0,0
20779700000,77970,FS BUFFALO,184,1.81,0,0,0
20780490000,78049,FS CANARY WHOLE,184,2.52,0,0,0
20793980000,79398,FS CARDINAL FIL,184,4.75,0,0,0
20778180000,77818,FS CAT GUTTED 2-3#,184,2.96,0,0,0
20793440000,79344,FS CAT WH 3-5,184,3.03,0,0,0
20778160000,77816,FS CATFISH 2/3,184,3.24,0,0,0
20779430000,77943,FS CATFISH BLU 2-3,184,2.46,0,0,0
20714390000,71439,FS CATFISH FL FARM,184,6.42,0,0,0
20778310000,77831,FS CATFISH FLT,184,6.15,0,0,0
20716930000,71693,FS CATFISH NUGGETS,184,2.88,0,0,0
20793970000,79397,FS CATFISH PNRDY,184,4.88,0,0,0
20794070000,79407,FS CATFISH STEAK,184,3.5,0,0,0
3707112201,61602,FS COD BACALAO,183,5.79,0,0,0
20793580000,79358,FS COD TRUE FILLET,184,7.17,0,0,0
20714010000,71401,FS CORVINA FLT,184,3.6,0,0,0
20794880000,79488,FS CORVINA FLT SOF,184,5.78,0,0,0
20723910000,72391,FS CORVINA SILV FL,184,6.62,0,0,0
20714020000,71402,FS CORVINA WH 1-2,184,2.56,0,0,0
20403910000,40391,FS CRAB CLAW STONE,184,14.95,0,0,0
7748577669,77669,FS CRAB DUNG 5# CN,293,252.07,0,0,0
1088706606,1840015,FS CRAB MEAT IM,305,6.4,12,70.95,70.95
20779340000,77934,FS CROAKERS WHL,184,2.73,0,0,0
82764202500,1840040,FS CUTLFISH INK,183,10.14,12,110.74,110.74
20778270000,77827,FS DOVER SOLE,184,4.82,0,0,0
20707100000,70710,FS DOVER WHOLE,184,1.75,0,0,0
20779170000,77917,FS DUNG CKD FRSH2+,184,10.24,0,0,0
20775730000,77573,FS ENGLISH SOLE,184,4.56,0,0,0
20779260000,77926,FS ESCOLAR H&G,184,8.75,0,0,8.19
20720450000,72045,FS FLUKE FLT SKOFF,184,7.95,0,0,0
20722820000,72282,FS GASPERGOU WHL,184,2.79,0,0,0
20713450000,71345,FS GLD SPT BASS,184,3.34,0,0,0
20778220000,77822,FS GLF SHR U/15,184,10.79,0,0,10.2
20778240000,77824,FS GLF SHR21/25,184,7.91,0,0,7.47
20701850000,70185,FS GOGGLE EYE WH,184,2.01,0,0,0
20711140000,71114,FS GOGGLE EYE WH,184,2.01,0,0,0
20403550000,40355,FS GROUPER HEADS,184,1.44,0,0,0
20775770000,77577,FS GROUPER S/OFF,184,13.62,0,0,0
20780590000,78059,FS GROUPER S/ON,184,12.04,0,0,0
20778100000,77810,FS GROUPER WHOLE,184,6.5,0,0,0
20643410000,64341,FS GULF SHRMP U/12,184,7.03,0,0,6.66
20780470000,78047,FS H&G TUNA,184,10.5,0,0,0
20778010000,77801,FS HAL H&G 10-20LB,184,8.6,0,0,0
20779760000,77976,FS HAL H&G 40-60LB,184,8.9,0,0,0
20777340000,77734,FS HAL H&G 60/80LB,184,8.91,0,0,0
20780430000,78043,FS HAL LOC LARGE SK/OF,184,15.32,0,0,0
20779380000,77938,FS HALBT LOC SK/OF,184,10.23,0,0,0
20793700000,79370,FS HALBT LOC SK/ON,184,9.99,0,0,0
20720470000,72047,FS HALIBT 20/50EC,184,8.95,0,0,0
20776750000,77675,FS HALIBT ALSK FIL,184,15.32,0,0,0
20795410000,79541,FS HALIBUT CALI WH,184,5.64,0,0,5.3
20722580000,72258,FS HIRAMASA,184,6,0,0,0
20794180000,79418,FS ICELANDIC COD 12/14Z,184,7.75,0,0,0
7929691402,1830111,FS IMITATION SHRD,305,7.43,12,85.4,85.4
20722590000,72259,FS KAMPACHI,184,7.69,0,0,0
20745720000,74572,FS KING SALM WHOLE,184,3.89,0,0,0
20776060000,77606,FS LARGE FLUKE,184,3.38,0,0,0
20778340000,77834,FS LING COD FL,184,6.77,0,0,0
20713940000,71394,FS MACKEREL SPANSH,184,1.95,0,0,0
20403960000,40396,FS MACKREL SPANISH,184,2.83,0,0,0
20778300000,77830,FS MAHI FILLET,184,6.15,0,0,0
20778110000,77811,FS MAHI H&G,184,8.75,0,0,0
81844601072,1840148,FS MARNT ANCHOV,305,13.29,4,51.66,51.66
20778550000,77855,FS MONKTAIL SK/OFF,184,7.69,0,0,0
20403790000,40379,FS MULLET BLACK WH,184,1.89,0,0,0
20710840000,71084,FS OCN WHT FISH WHOLE,184,3.41,0,0,0
20747370000,74737,FS ONO SK-OFF,184,9.5,0,0,0
20779920000,77992,FS ONO SKON,184,9.69,0,0,0
20780340000,78034,FS OPAH LOIN,184,6.92,0,0,0
3259119016,1900016,FS OYSTER SHUC YRL,190,40.9,0,0,0
20796450000,79645,FS PACFC RDSNPR,184,6.4,0,0,0
20779310000,77931,FS PERCH WHOLE,184,1.29,0,0,0
20776740000,77674,FS PETRALE SOLE FILLET,184,7.96,0,0,0
20795390000,79539,FS PETRALE SOLE WH,184,3.28,0,0,0
20778830000,77883,FS PORGIES LG MIX,184,1.85,0,0,0
20713860000,71386,FS RED DRUM SKOF,184,13.99,0,0,0
20747930000,74793,FS RED TILAPIA,184,3.19,0,0,0
20779910000,77991,FS REDFISH TX FLT,184,7.15,0,0,0
20776790000,77679,FS REX SOLE PAN RD,184,3.6,0,0,0
74825264423,2420686,FS ROBALO/SNOOK,242,15.37,0,0,0
20795320000,79532,FS ROCK VERMILLION WHOLE,184,3.75,0,0,3.54
20713850000,71385,FS ROCKFISH 1-3OZ SK OFF,184,2.29,0,0,0
20705740000,70574,FS ROCKFISH RED WH,184,2.22,0,0,0
20795080000,79508,FS ROCKFISH SK OFF,184,3.89,0,0,0
20715840000,71584,FS ROCKFISH SK/ON,184,3.4,0,0,3.15
20777100000,77710,FS ROCKFISH WHOLE,184,1.95,0,0,1.7
20779650000,77965,FS SAL WESTER FLT,184,9.11,0,0,0
20795430000,79543,FS SAL WESTR WHOLE,184,6.72,0,0,0
20794400000,79440,FS SALM KING FLT WILD,184,18.39,0,0,0
20772960000,77296,FS SALM ORA KING,184,9.83,0,0,0
20722470000,72247,FS SALM ORA KING 3/4,184,9.83,0,0,0
20714870000,71487,FS SALMN TASMANIAN,184,4.98,0,0,0
20714540000,71454,FS SALMON 16 OZ PK,184,8.19,0,0,0
20716080000,71608,FS SALMON 8 OZ,184,11.94,0,0,0
20777860000,77786,FS SALMON ATL10-12,184,4.36,0,0,4.09
20775740000,77574,FS SALMON ATL14-UP,184,5.53,0,0,5.12
20778720000,77872,FS SALMON ATL16-18,184,5.02,0,0,4.71
20777650000,77765,FS SALMON ATL18-20,184,6.35,0,0,5.94
20778590000,77859,FS SALMON ATRIM 12-14,184,6.04,0,0,0
20778690000,77869,FS SALMON ATRIM 16-18,184,6.76,0,0,0
20777820000,77782,FS SALMON BELLY,184,4.36,0,0,0
20716070000,71607,FS SALMON CHL14-16,184,4.61,0,0,4.1
20776170000,77617,FS SALMON COHO FL S,184,6.95,0,0,0
20403690000,40369,FS SALMON COHO FLT FRESH,184,7.99,0,0,0
20708050000,70805,FS SALMON COHO H&G,184,7.69,0,0,7.26
20778380000,77838,FS SALMON D-TRIM S,184,6.59,0,0,6.19
20797950000,79795,FS SALMON DTRIM2-3,184,7.84,0,0,6.82
